record_id,customer_id,account_balance,customer_segment,customer_lifecycle_stage,customer_satisfaction_score,customer_churn_probability,customer_transaction_count,customer_transaction_value,product_id,product_name,product_type,product_recommendation,product_recommendation_status,product_recommendation_date,recommendation_score,product_sales_amount,product_sales_date,customer_name,customer_email
FPR-00237,CUST-C0140,65187.65,Retail,At Risk,3.0347,0.507276,78,33714.74,PROD-FS-037,Wealth Advisory,Advisory,Premium Savings,Pending,2025-10-13,0.923964,14468.6,,Persona Customer 237,customer237@example.com
FPR-00238,CUST-C0173,71905.8,Retail,At Risk,2.0513,0.452927,346,77305.49,PROD-FS-038,Auto Loan,Credit,Auto Loan,Accepted,2024-04-01,0.80209,13611.02,2024-05-06,Persona Customer 238,customer238@example.com
FPR-00239,CUST-C0012,60181.41,Retail,At Risk,1.4051,0.41801,55,96629.92,PROD-FS-039,Rewards Credit Card,Lending,Wealth Advisory,Declined,2025-02-21,0.170054,5493.46,,Persona Customer 239,customer239@example.com
FPR-00240,CUST-C0225,87591.67,Institutional,Growth,4.4137,0.768339,185,100627.19,PROD-FS-040,Wealth Advisory,Deposit,Rewards Credit Card,Accepted,2024-09-19,0.822368,4864.97,2024-10-18,Persona Customer 240,customer240@example.com
FPR-00241,CUST-C0028,11645.7,Small Business,At Risk,3.2697,0.575528,433,163939.18,PROD-FS-041,Premium Savings,Lending,Term Life,Pending,2025-03-25,0.33062,5247.7,,Persona Customer 241,customer241@example.com
FPR-00242,CUST-C0177,84606.42,Institutional,Churned,3.8963,0.311993,455,17656.18,PROD-FS-042,Auto Loan,Advisory,Term Life,Open,2025-05-22,0.939185,5297.0,,Persona Customer 242,customer242@example.com
FPR-00243,CUST-C0216,91835.34,Corporate,Growth,2.9816,0.108498,52,11701.9,PROD-FS-043,Premium Savings,Deposit,Auto Loan,Accepted,2025-01-27,0.892765,330.88,2025-03-18,Persona Customer 243,customer243@example.com
FPR-00244,CUST-C0189,84175.8,Retail,Growth,4.648,0.232616,120,33156.63,PROD-FS-044,Auto Loan,Lending,Rewards Credit Card,Pending,2024-06-29,0.834965,2219.32,,Persona Customer 244,customer244@example.com
FPR-00245,CUST-C0010,61051.27,Institutional,At Risk,3.7169,0.733022,152,178443.0,PROD-FS-045,Auto Loan,Insurance,Term Life,Declined,2024-07-29,0.38967,14213.68,,Persona Customer 245,customer245@example.com
FPR-00246,CUST-C0164,29678.82,Corporate,Mature,1.1287,0.590393,139,3310.86,PROD-FS-046,Rewards Credit Card,Lending,Wealth Advisory,Accepted,2025-07-22,0.393746,3587.56,2025-08-18,Persona Customer 246,customer246@example.com
FPR-00247,CUST-C0015,57877.88,Institutional,Onboarding,2.453,0.428051,416,904.69,PROD-FS-047,Auto Loan,Credit,Wealth Advisory,Open,2024-10-17,0.135953,1884.78,,Persona Customer 247,customer247@example.com
FPR-00248,CUST-C0239,52807.68,Corporate,Churned,3.576,0.238601,158,139660.56,PROD-FS-048,Term Life,Deposit,Term Life,Pending,2025-04-28,0.999897,5081.39,,Persona Customer 248,customer248@example.com
FPR-00249,CUST-C0162,79004.62,High Net Worth,Onboarding,4.6801,0.421644,152,181351.01,PROD-FS-049,Premium Savings,Deposit,Auto Loan,Pending,2024-06-29,0.544096,1393.93,,Persona Customer 249,customer249@example.com
FPR-00250,CUST-C0144,4183.33,Corporate,Mature,4.3376,0.38937,322,75819.84,PROD-FS-050,Term Life,Lending,Term Life,Rejected,2024-11-02,0.726566,6515.85,,Persona Customer 250,customer250@example.com
FPR-00251,CUST-C0032,16725.52,Institutional,Growth,2.1139,0.971824,333,45844.72,PROD-FS-001,Term Life,Credit,Wealth Advisory,Accepted,2024-09-01,0.656225,4906.25,2024-09-03,Persona Customer 251,customer251@example.com
FPR-00252,CUST-C0153,17862.62,Small Business,Growth,4.9863,0.373492,129,187126.52,PROD-FS-002,Term Life,Insurance,Wealth Advisory,Rejected,2024-08-14,0.602492,4602.23,,Persona Customer 252,customer252@example.com
FPR-00253,CUST-C0023,6790.23,High Net Worth,Onboarding,3.8504,0.795441,153,113092.3,PROD-FS-003,Auto Loan,Credit,Rewards Credit Card,Pending,2024-01-08,0.76433,10141.45,,Persona Customer 253,customer253@example.com
FPR-00254,CUST-C0237,19074.78,High Net Worth,Churned,1.6443,0.018435,354,57594.17,PROD-FS-004,Wealth Advisory,Lending,Premium Savings,Approved,2024-12-31,0.88311,13520.58,2025-02-18,Persona Customer 254,customer254@example.com
FPR-00255,CUST-C0058,79619.2,High Net Worth,Churned,1.1697,0.609171,63,72560.54,PROD-FS-005,Wealth Advisory,Advisory,Premium Savings,Approved,2024-08-10,0.206413,871.09,2024-09-20,Persona Customer 255,customer255@example.com
FPR-00256,CUST-C0048,653.64,Retail,Growth,4.8525,0.368398,26,40159.12,PROD-FS-006,Premium Savings,Insurance,Term Life,Open,2024-11-30,0.296114,2698.57,,Persona Customer 256,customer256@example.com
FPR-00257,CUST-C0059,39727.15,Corporate,At Risk,4.8775,0.793956,347,74563.48,PROD-FS-007,Wealth Advisory,Insurance,Rewards Credit Card,Pending,2025-11-26,0.064267,14424.27,,Persona Customer 257,customer257@example.com
FPR-00258,CUST-C0176,5261.85,Institutional,Churned,1.8309,0.390782,327,150141.06,PROD-FS-008,Term Life,Deposit,Term Life,Pending,2025-01-08,0.845312,1946.45,,Persona Customer 258,customer258@example.com
FPR-00259,CUST-C0203,20334.94,Corporate,Churned,1.8352,0.048857,383,105118.92,PROD-FS-009,Term Life,Lending,Rewards Credit Card,Pending,2024-03-02,0.350299,358.52,,Persona Customer 259,customer259@example.com
FPR-00260,CUST-C0052,68255.91,Retail,Onboarding,1.398,0.442605,361,52453.58,PROD-FS-010,Term Life,Insurance,Premium Savings,Open,2024-12-18,0.662342,3441.53,,Persona Customer 260,customer260@example.com
FPR-00261,CUST-C0131,69893.94,Small Business,Mature,1.9055,0.786309,393,190342.79,PROD-FS-011,Rewards Credit Card,Lending,Auto Loan,Open,2024-10-30,0.233381,9912.8,,Persona Customer 261,customer261@example.com
FPR-00262,CUST-C0034,48477.67,Institutional,Growth,3.4329,0.293172,190,9250.09,PROD-FS-012,Auto Loan,Lending,Wealth Advisory,Declined,2025-01-09,0.015227,10912.49,,Persona Customer 262,customer262@example.com
FPR-00263,CUST-C0112,78219.57,Corporate,Onboarding,3.0716,0.033765,337,104857.79,PROD-FS-013,Rewards Credit Card,Advisory,Premium Savings,Approved,2025-09-18,0.752497,12412.87,2025-10-01,Persona Customer 263,customer263@example.com
FPR-00264,CUST-C0039,33045.89,Corporate,Churned,4.0379,0.570214,228,145129.08,PROD-FS-014,Wealth Advisory,Lending,Term Life,Approved,2025-05-11,0.71912,12149.92,2025-06-10,Persona Customer 264,customer264@example.com
FPR-00265,CUST-C0146,47804.71,High Net Worth,Mature,3.9704,0.558591,451,141094.14,PROD-FS-015,Auto Loan,Insurance,Wealth Advisory,Declined,2025-05-31,0.652749,15865.13,,Persona Customer 265,customer265@example.com
FPR-00266,CUST-C0008,59189.6,Institutional,At Risk,4.2437,0.329925,180,12565.79,PROD-FS-016,Wealth Advisory,Advisory,Wealth Advisory,Pending,2025-06-11,0.038286,18903.65,,Persona Customer 266,customer266@example.com
FPR-00267,CUST-C0013,20513.74,Retail,Mature,3.4409,0.578877,391,92943.56,PROD-FS-017,Term Life,Credit,Auto Loan,Open,2024-12-04,0.726229,6798.92,,Persona Customer 267,customer267@example.com
FPR-00268,CUST-C0198,92360.75,High Net Worth,At Risk,1.3346,0.717345,166,87161.88,PROD-FS-018,Rewards Credit Card,Advisory,Wealth Advisory,Pending,2025-05-23,0.941824,4771.92,,Persona Customer 268,customer268@example.com
FPR-00269,CUST-C0227,5870.29,Retail,Mature,1.5774,0.38192,313,154383.12,PROD-FS-019,Wealth Advisory,Insurance,Premium Savings,Open,2025-11-18,0.280099,7027.99,,Persona Customer 269,customer269@example.com
FPR-00270,CUST-C0019,86821.51,Small Business,Mature,1.0395,0.017564,49,181589.37,PROD-FS-020,Term Life,Insurance,Wealth Advisory,Accepted,2024-03-02,0.156174,16769.67,2024-03-13,Persona Customer 270,customer270@example.com
FPR-00271,CUST-C0075,35474.47,Corporate,Churned,2.6236,0.790203,204,25247.26,PROD-FS-021,Wealth Advisory,Advisory,Auto Loan,Pending,2024-06-23,0.423929,701.22,,Persona Customer 271,customer271@example.com
FPR-00272,CUST-C0133,16567.63,Retail,Growth,1.5601,0.852033,355,126968.64,PROD-FS-022,Premium Savings,Lending,Wealth Advisory,Accepted,2025-03-08,0.25813,8861.14,2025-03-31,Persona Customer 272,customer272@example.com
FPR-00273,CUST-C0201,12290.56,Small Business,Growth,3.3335,0.365502,221,9511.67,PROD-FS-023,Rewards Credit Card,Credit,Auto Loan,Declined,2024-12-05,0.313672,8618.91,,Persona Customer 273,customer273@example.com
FPR-00274,CUST-C0248,22415.73,Institutional,Onboarding,4.2004,0.222639,185,109059.97,PROD-FS-024,Auto Loan,Insurance,Wealth Advisory,Open,2024-08-12,0.921873,16374.2,,Persona Customer 274,customer274@example.com
FPR-00275,CUST-C0073,68022.22,Corporate,Onboarding,4.7888,0.76927,461,86027.45,PROD-FS-025,Rewards Credit Card,Credit,Term Life,Declined,2025-01-10,0.036111,4020.01,,Persona Customer 275,customer275@example.com
FPR-00276,CUST-C0084,84794.01,Retail,Onboarding,1.6484,0.157776,309,39082.54,PROD-FS-026,Premium Savings,Deposit,Auto Loan,Rejected,2025-01-15,0.682353,13211.89,,Persona Customer 276,customer276@example.com
FPR-00277,CUST-C0011,71981.28,Institutional,Growth,1.5785,0.028265,436,151407.64,PROD-FS-027,Auto Loan,Advisory,Term Life,Approved,2024-11-20,0.882614,9677.15,2024-12-10,Persona Customer 277,customer277@example.com
FPR-00278,CUST-C0031,86200.4,Small Business,Mature,4.3705,0.321784,151,46035.57,PROD-FS-028,Wealth Advisory,Deposit,Wealth Advisory,Accepted,2024-01-04,0.219649,10742.88,2024-01-12,Persona Customer 278,customer278@example.com
FPR-00279,CUST-C0052,67862.4,Institutional,Growth,2.5963,0.57331,428,27276.85,PROD-FS-029,Wealth Advisory,Deposit,Term Life,Accepted,2025-08-26,0.001581,1869.22,2025-08-28,Persona Customer 279,customer279@example.com
FPR-00280,CUST-C0173,14405.53,Retail,At Risk,4.1108,0.968473,156,34815.34,PROD-FS-030,Rewards Credit Card,Advisory,Rewards Credit Card,Approved,2025-03-25,0.834187,16683.9,2025-04-28,Persona Customer 280,customer280@example.com
FPR-00281,CUST-C0222,89703.29,Institutional,Onboarding,1.4041,0.092547,320,9256.99,PROD-FS-031,Rewards Credit Card,Deposit,Term Life,Pending,2024-01-15,0.582885,1344.24,,Persona Customer 281,customer281@example.com
FPR-00282,CUST-C0070,70397.01,Institutional,Growth,1.9836,0.668486,39,29885.7,PROD-FS-032,Wealth Advisory,Lending,Term Life,Rejected,2025-06-25,0.303251,18612.11,,Persona Customer 282,customer282@example.com
FPR-00283,CUST-C0060,62623.59,Retail,At Risk,3.7262,0.697002,268,76792.87,PROD-FS-033,Premium Savings,Insurance,Rewards Credit Card,Declined,2025-10-01,0.855308,11100.58,,Persona Customer 283,customer283@example.com
FPR-00284,CUST-C0057,2650.59,Corporate,Onboarding,1.6288,0.446617,464,25883.96,PROD-FS-034,Premium Savings,Insurance,Premium Savings,Accepted,2025-11-15,0.366182,9469.53,2025-11-19,Persona Customer 284,customer284@example.com
FPR-00285,CUST-C0071,14788.58,Small Business,At Risk,4.321,0.074183,188,51600.68,PROD-FS-035,Rewards Credit Card,Deposit,Term Life,Declined,2024-02-14,0.460206,19799.27,,Persona Customer 285,customer285@example.com
FPR-00286,CUST-C0147,13929.87,Institutional,Mature,3.3511,0.934284,379,41891.29,PROD-FS-036,Term Life,Lending,Wealth Advisory,Open,2024-01-30,0.886702,19004.49,,Persona Customer 286,customer286@example.com
FPR-00287,CUST-C0106,96868.24,Institutional,Churned,2.5116,0.412852,33,147224.35,PROD-FS-037,Wealth Advisory,Lending,Auto Loan,Rejected,2024-03-26,0.584424,18322.33,,Persona Customer 287,customer287@example.com
FPR-00288,CUST-C0099,46643.02,Corporate,Mature,2.142,0.965025,305,147057.55,PROD-FS-038,Wealth Advisory,Advisory,Premium Savings,Rejected,2025-03-10,0.598643,12147.11,,Persona Customer 288,customer288@example.com
FPR-00289,CUST-C0016,1.05,Institutional,Onboarding,3.4601,0.864145,4,22612.4,PROD-FS-039,Term Life,Advisory,Term Life,Declined,2025-11-26,0.428756,17515.96,,Persona Customer 289,customer289@example.com
FPR-00290,CUST-C0234,17277.49,Small Business,Churned,1.27,0.854149,178,167858.3,PROD-FS-040,Auto Loan,Advisory,Wealth Advisory,Declined,2024-04-08,0.090292,17822.34,,Persona Customer 290,customer290@example.com
FPR-00291,CUST-C0200,37466.1,Institutional,At Risk,3.3182,0.550948,302,151914.92,PROD-FS-041,Rewards Credit Card,Deposit,Auto Loan,Open,2025-05-12,0.342978,11135.32,,Persona Customer 291,customer291@example.com
FPR-00292,CUST-C0151,30817.57,Retail,Mature,3.2165,0.46866,3,60084.17,PROD-FS-042,Rewards Credit Card,Deposit,Wealth Advisory,Open,2024-12-13,0.322137,10735.71,,Persona Customer 292,customer292@example.com
FPR-00293,CUST-C0054,50636.95,Corporate,Mature,4.6384,0.808388,455,3438.39,PROD-FS-043,Wealth Advisory,Credit,Term Life,Rejected,2025-04-03,0.620755,9742.91,,Persona Customer 293,customer293@example.com
FPR-00294,CUST-C0237,59277.5,Small Business,Churned,4.6819,0.528685,72,52650.67,PROD-FS-044,Term Life,Advisory,Rewards Credit Card,Open,2025-10-12,0.597059,10656.52,,Persona Customer 294,customer294@example.com
FPR-00295,CUST-C0090,19607.87,High Net Worth,Mature,3.6991,0.716677,110,143718.6,PROD-FS-045,Auto Loan,Deposit,Term Life,Approved,2025-04-20,0.224309,8209.99,2025-06-15,Persona Customer 295,customer295@example.com
FPR-00296,CUST-C0038,92813.03,Retail,Mature,2.5537,0.979989,463,121120.02,PROD-FS-046,Premium Savings,Lending,Wealth Advisory,Approved,2024-10-24,0.390754,11339.98,2024-10-25,Persona Customer 296,customer296@example.com
FPR-00297,CUST-C0165,80747.8,Retail,Mature,1.911,0.101529,489,156247.98,PROD-FS-047,Wealth Advisory,Deposit,Term Life,Rejected,2025-03-30,0.457443,10906.56,,Persona Customer 297,customer297@example.com
FPR-00298,CUST-C0059,54671.57,Institutional,Churned,4.5066,0.030809,217,131648.3,PROD-FS-048,Auto Loan,Credit,Premium Savings,Approved,2024-10-17,0.893143,8409.06,2024-11-14,Persona Customer 298,customer298@example.com
FPR-00299,CUST-C0051,85686.32,Small Business,Onboarding,4.9123,0.812182,425,42157.94,PROD-FS-049,Premium Savings,Credit,Auto Loan,Rejected,2024-11-12,0.349751,19870.14,,Persona Customer 299,customer299@example.com
FPR-00300,CUST-C0085,16068.45,Retail,Onboarding,4.9833,0.274715,8,91956.36,PROD-FS-050,Wealth Advisory,Insurance,Auto Loan,Declined,2025-06-13,0.497667,13034.04,,Persona Customer 300,customer300@example.com
FPR-00301,CUST-C0108,41235.19,Small Business,Mature,4.477,0.482938,95,134816.21,PROD-FS-001,Auto Loan,Lending,Wealth Advisory,Rejected,2024-06-14,0.987435,18214.04,,Persona Customer 301,customer301@example.com
FPR-00302,CUST-C0181,61216.91,Retail,Mature,4.7998,0.944268,440,193498.81,PROD-FS-002,Term Life,Advisory,Wealth Advisory,Open,2025-06-22,0.400703,4466.84,,Persona Customer 302,customer302@example.com
FPR-00303,CUST-C0003,66027.01,High Net Worth,At Risk,1.5526,0.662857,130,16006.74,PROD-FS-003,Premium Savings,Insurance,Premium Savings,Accepted,2025-09-16,0.674203,19945.95,2025-10-23,Persona Customer 303,customer303@example.com
FPR-00304,CUST-C0114,6975.17,Retail,Onboarding,4.8361,0.170138,201,84643.83,PROD-FS-004,Auto Loan,Advisory,Rewards Credit Card,Pending,2025-08-03,0.012288,19123.06,,Persona Customer 304,customer304@example.com
FPR-00305,CUST-C0180,46109.05,Small Business,Mature,4.5146,0.056742,481,122348.98,PROD-FS-005,Premium Savings,Lending,Premium Savings,Accepted,2025-08-20,0.137249,8330.4,2025-10-17,Persona Customer 305,customer305@example.com
FPR-00306,CUST-C0125,73077.67,Retail,Onboarding,4.2734,0.438977,306,139289.84,PROD-FS-006,Wealth Advisory,Credit,Rewards Credit Card,Open,2025-05-19,0.403664,1613.61,,Persona Customer 306,customer306@example.com
FPR-00307,CUST-C0238,8652.85,Institutional,Growth,2.8638,0.036073,179,189656.21,PROD-FS-007,Wealth Advisory,Credit,Wealth Advisory,Approved,2024-02-01,0.361648,12831.27,2024-02-23,Persona Customer 307,customer307@example.com
FPR-00308,CUST-C0008,26161.62,Small Business,Growth,2.4485,0.586732,241,138865.92,PROD-FS-008,Auto Loan,Credit,Auto Loan,Rejected,2024-08-18,0.435742,5751.16,,Persona Customer 308,customer308@example.com
FPR-00309,CUST-C0170,70078.14,Corporate,Onboarding,1.8362,0.870196,252,15428.89,PROD-FS-009,Term Life,Deposit,Term Life,Pending,2024-08-28,0.6759,298.55,,Persona Customer 309,customer309@example.com
FPR-00310,CUST-C0055,68249.82,Retail,Growth,4.8777,0.396606,310,184651.24,PROD-FS-010,Rewards Credit Card,Advisory,Term Life,Pending,2024-08-04,0.065185,11622.45,,Persona Customer 310,customer310@example.com
FPR-00311,CUST-C0129,10884.21,Corporate,Churned,4.259,0.452991,122,181168.17,PROD-FS-011,Wealth Advisory,Insurance,Term Life,Open,2025-05-22,0.109902,17961.85,,Persona Customer 311,customer311@example.com
FPR-00312,CUST-C0073,36933.52,Retail,Onboarding,4.8796,0.422827,228,110382.97,PROD-FS-012,Auto Loan,Credit,Auto Loan,Declined,2024-04-27,0.06615,10204.45,,Persona Customer 312,customer312@example.com
FPR-00313,CUST-C0164,77290.7,Small Business,Mature,2.4804,0.490218,339,34105.75,PROD-FS-013,Wealth Advisory,Insurance,Wealth Advisory,Declined,2024-08-19,0.659454,3112.27,,Persona Customer 313,customer313@example.com
FPR-00314,CUST-C0122,17542.76,Small Business,Onboarding,3.4293,0.184244,337,192934.77,PROD-FS-014,Term Life,Advisory,Term Life,Approved,2024-10-30,0.142307,8293.66,2024-12-29,Persona Customer 314,customer314@example.com
FPR-00315,CUST-C0030,84888.22,Institutional,Growth,1.5244,0.222594,272,168948.15,PROD-FS-015,Auto Loan,Lending,Wealth Advisory,Pending,2025-05-09,0.71297,11235.73,,Persona Customer 315,customer315@example.com
FPR-00316,CUST-C0242,50206.77,Institutional,Onboarding,3.2649,0.072404,250,138453.19,PROD-FS-016,Rewards Credit Card,Deposit,Rewards Credit Card,Open,2024-07-10,0.334781,17616.33,,Persona Customer 316,customer316@example.com
FPR-00317,CUST-C0232,51403.94,Small Business,At Risk,2.4522,0.355391,412,50040.65,PROD-FS-017,Wealth Advisory,Credit,Term Life,Declined,2024-10-19,0.364711,14423.9,,Persona Customer 317,customer317@example.com
FPR-00318,CUST-C0120,36693.16,Retail,At Risk,2.5586,0.167591,470,128656.53,PROD-FS-018,Premium Savings,Insurance,Term Life,Accepted,2024-06-02,0.781535,6984.94,2024-06-23,Persona Customer 318,customer318@example.com
FPR-00319,CUST-C0198,37254.89,Small Business,Mature,2.6578,0.627245,157,94708.64,PROD-FS-019,Term Life,Deposit,Term Life,Accepted,2024-06-06,0.793603,18237.69,2024-07-03,Persona Customer 319,customer319@example.com
FPR-00320,CUST-C0066,65058.01,Corporate,At Risk,3.2386,0.551982,235,131592.38,PROD-FS-020,Term Life,Lending,Wealth Advisory,Open,2025-08-22,0.275977,13327.31,,Persona Customer 320,customer320@example.com
FPR-00321,CUST-C0040,27633.62,Small Business,Onboarding,1.5762,0.151846,77,37455.7,PROD-FS-021,Rewards Credit Card,Insurance,Wealth Advisory,Accepted,2024-11-04,0.791837,1025.12,2024-11-21,Persona Customer 321,customer321@example.com
FPR-00322,CUST-C0096,96258.79,Retail,Onboarding,4.7168,0.716565,448,192259.36,PROD-FS-022,Term Life,Advisory,Premium Savings,Open,2024-09-13,0.58013,4684.97,,Persona Customer 322,customer322@example.com
FPR-00323,CUST-C0088,28129.23,High Net Worth,Onboarding,1.1489,0.818693,212,137079.8,PROD-FS-023,Wealth Advisory,Deposit,Wealth Advisory,Pending,2025-02-12,0.991623,19451.42,,Persona Customer 323,customer323@example.com
FPR-00324,CUST-C0158,36965.48,High Net Worth,Onboarding,3.9102,0.37942,478,146061.51,PROD-FS-024,Wealth Advisory,Deposit,Rewards Credit Card,Rejected,2025-05-27,0.189409,2359.13,,Persona Customer 324,customer324@example.com
FPR-00325,CUST-C0156,94431.5,Small Business,Onboarding,4.1089,0.569475,131,135393.01,PROD-FS-025,Wealth Advisory,Lending,Wealth Advisory,Rejected,2024-02-05,0.293649,6608.85,,Persona Customer 325,customer325@example.com
FPR-00326,CUST-C0099,71211.61,Small Business,Churned,3.6271,0.910146,271,61670.47,PROD-FS-026,Term Life,Lending,Term Life,Rejected,2025-08-22,0.289683,17708.57,,Persona Customer 326,customer326@example.com
FPR-00327,CUST-C0086,43660.94,Institutional,Growth,3.6726,0.531605,130,98179.59,PROD-FS-027,Term Life,Insurance,Wealth Advisory,Rejected,2025-11-30,0.018517,12762.92,,Persona Customer 327,customer327@example.com
FPR-00328,CUST-C0207,26641.66,Retail,Onboarding,1.6475,0.267124,319,84726.36,PROD-FS-028,Premium Savings,Insurance,Premium Savings,Rejected,2024-05-03,0.872226,4005.35,,Persona Customer 328,customer328@example.com
FPR-00329,CUST-C0216,95647.38,Retail,Onboarding,4.2645,0.502409,420,137198.78,PROD-FS-029,Auto Loan,Advisory,Term Life,Approved,2024-12-07,0.015721,12153.63,2024-12-28,Persona Customer 329,customer329@example.com
FPR-00330,CUST-C0229,22489.07,Retail,Onboarding,4.1772,0.264789,21,76262.7,PROD-FS-030,Wealth Advisory,Deposit,Wealth Advisory,Pending,2024-03-16,0.088257,9448.0,,Persona Customer 330,customer330@example.com
FPR-00331,CUST-C0225,46010.99,Corporate,Onboarding,1.3553,0.004695,19,80836.18,PROD-FS-031,Term Life,Advisory,Wealth Advisory,Approved,2024-12-15,0.224052,19197.01,2024-12-18,Persona Customer 331,customer331@example.com
FPR-00332,CUST-C0200,62125.85,Small Business,Mature,3.0304,0.818977,173,174631.16,PROD-FS-032,Auto Loan,Insurance,Premium Savings,Accepted,2025-06-26,0.947148,2333.8,2025-07-20,Persona Customer 332,customer332@example.com
FPR-00333,CUST-C0181,73541.82,Retail,At Risk,4.165,0.685971,334,67233.44,PROD-FS-033,Wealth Advisory,Deposit,Wealth Advisory,Rejected,2025-07-26,0.278045,16376.65,,Persona Customer 333,customer333@example.com
FPR-00334,CUST-C0056,99529.48,High Net Worth,Onboarding,4.663,0.447377,53,33209.85,PROD-FS-034,Term Life,Credit,Wealth Advisory,Declined,2025-03-29,0.70378,12208.95,,Persona Customer 334,customer334@example.com
FPR-00335,CUST-C0032,23172.23,Small Business,Churned,4.4999,0.957968,17,781.02,PROD-FS-035,Premium Savings,Lending,Wealth Advisory,Open,2025-11-28,0.017962,12318.23,,Persona Customer 335,customer335@example.com
FPR-00336,CUST-C0036,36259.09,Corporate,Churned,2.1532,0.289099,453,197461.97,PROD-FS-036,Wealth Advisory,Insurance,Wealth Advisory,Declined,2025-01-17,0.035091,10990.31,,Persona Customer 336,customer336@example.com
FPR-00337,CUST-C0073,16384.88,Small Business,Growth,3.0593,0.397949,93,85173.35,PROD-FS-037,Auto Loan,Advisory,Premium Savings,Accepted,2025-10-15,0.041068,8116.12,2025-12-12,Persona Customer 337,customer337@example.com
FPR-00338,CUST-C0147,62020.25,Small Business,Growth,1.5056,0.473885,87,109334.07,PROD-FS-038,Wealth Advisory,Insurance,Wealth Advisory,Rejected,2025-07-29,0.489048,3676.84,,Persona Customer 338,customer338@example.com
FPR-00339,CUST-C0098,26213.37,Corporate,Growth,2.8466,0.862255,245,46610.88,PROD-FS-039,Term Life,Deposit,Premium Savings,Open,2024-11-29,0.75186,12679.38,,Persona Customer 339,customer339@example.com
FPR-00340,CUST-C0095,2042.5,High Net Worth,Onboarding,2.2446,0.761002,247,171885.09,PROD-FS-040,Term Life,Insurance,Premium Savings,Accepted,2025-10-05,0.021611,7770.6,2025-11-27,Persona Customer 340,customer340@example.com
FPR-00341,CUST-C0115,58544.63,Retail,At Risk,1.2804,0.710013,314,16100.99,PROD-FS-041,Premium Savings,Insurance,Term Life,Accepted,2024-12-01,0.794989,10884.54,2024-12-09,Persona Customer 341,customer341@example.com
FPR-00342,CUST-C0102,23989.74,Retail,Onboarding,3.8326,0.682005,16,46518.14,PROD-FS-042,Term Life,Deposit,Rewards Credit Card,Rejected,2024-10-07,0.395986,18347.3,,Persona Customer 342,customer342@example.com
FPR-00343,CUST-C0084,98717.48,Institutional,At Risk,2.8268,0.290898,215,60083.13,PROD-FS-043,Term Life,Advisory,Premium Savings,Pending,2024-11-15,0.802652,1700.29,,Persona Customer 343,customer343@example.com
FPR-00344,CUST-C0169,53221.68,Small Business,Growth,2.0062,0.165321,5,127377.94,PROD-FS-044,Rewards Credit Card,Insurance,Wealth Advisory,Rejected,2025-02-21,0.236351,14184.1,,Persona Customer 344,customer344@example.com
FPR-00345,CUST-C0065,79111.29,Retail,At Risk,1.1717,0.666193,170,31511.45,PROD-FS-045,Wealth Advisory,Lending,Term Life,Approved,2025-11-21,0.529355,1308.6,2025-12-17,Persona Customer 345,customer345@example.com
FPR-00346,CUST-C0051,83429.41,Retail,Onboarding,4.1639,0.184129,161,44655.06,PROD-FS-046,Premium Savings,Lending,Premium Savings,Rejected,2025-08-29,0.987131,10638.98,,Persona Customer 346,customer346@example.com
FPR-00347,CUST-C0227,85366.5,Retail,Mature,1.609,0.692673,49,113320.54,PROD-FS-047,Auto Loan,Lending,Premium Savings,Approved,2025-02-15,0.678124,13584.03,2025-03-25,Persona Customer 347,customer347@example.com
FPR-00348,CUST-C0225,17724.59,Retail,Onboarding,1.1089,0.255561,446,64326.18,PROD-FS-048,Auto Loan,Lending,Wealth Advisory,Accepted,2025-07-20,0.65398,3989.57,2025-09-10,Persona Customer 348,customer348@example.com
FPR-00349,CUST-C0217,61401.54,Institutional,Mature,1.9838,0.191634,294,73923.17,PROD-FS-049,Term Life,Credit,Wealth Advisory,Open,2025-07-01,0.406654,427.05,,Persona Customer 349,customer349@example.com
FPR-00350,CUST-C0107,14853.43,Small Business,Growth,4.8011,0.906051,115,148652.0,PROD-FS-050,Term Life,Insurance,Rewards Credit Card,Pending,2024-01-02,0.499373,6577.75,,Persona Customer 350,customer350@example.com
FPR-00351,CUST-C0124,22182.39,Retail,At Risk,4.8042,0.552657,408,116487.19,PROD-FS-001,Premium Savings,Lending,Premium Savings,Pending,2024-09-25,0.425526,1709.25,,Persona Customer 351,customer351@example.com
FPR-00352,CUST-C0178,64322.52,Retail,Churned,2.5206,0.231018,216,101807.9,PROD-FS-002,Auto Loan,Credit,Premium Savings,Declined,2024-11-29,0.563462,5130.87,,Persona Customer 352,customer352@example.com
FPR-00353,CUST-C0099,52103.66,High Net Worth,Mature,2.7427,0.976107,81,38947.62,PROD-FS-003,Term Life,Deposit,Rewards Credit Card,Accepted,2025-01-10,0.867773,1128.04,2025-01-11,Persona Customer 353,customer353@example.com
FPR-00354,CUST-C0090,19640.32,Corporate,Growth,3.6896,0.064026,397,2065.85,PROD-FS-004,Wealth Advisory,Insurance,Rewards Credit Card,Pending,2025-03-04,0.340343,19390.4,,Persona Customer 354,customer354@example.com
FPR-00355,CUST-C0029,42026.49,Retail,At Risk,2.8286,0.584892,352,15829.39,PROD-FS-005,Auto Loan,Advisory,Auto Loan,Declined,2025-09-12,0.838618,17284.35,,Persona Customer 355,customer355@example.com
